"state","race","sex","age","edu","total"
"35","black","male","70+","4-year college",231
"35","black","male","70+","post-grad",154
"35","other","female","18-29","no hs",8443
"35","other","female","18-29","hs",21492
"35","other","female","18-29","some college",30654
"35","other","female","18-29","4-year college",6213
"35","other","female","18-29","post-grad",1442
"35","other","female","30-39","no hs",4944
"35","other","female","30-39","hs",11434
"35","other","female","30-39","some college",17573
"35","other","female","30-39","4-year college",8610
"35","other","female","30-39","post-grad",4030
"35","other","female","40-49","no hs",5347
"35","other","female","40-49","hs",11522
"35","other","female","40-49","some college",14989
"35","other","female","40-49","4-year college",7348
"35","other","female","40-49","post-grad",4573
"35","other","female","50-59","no hs",5485
"35","other","female","50-59","hs",13492
"35","other","female","50-59","some college",15023
"35","other","female","50-59","4-year college",5298
"35","other","female","50-59","post-grad",4181
"35","other","female","60-69","no hs",6473
"35","other","female","60-69","hs",12806
"35","other","female","60-69","some college",13824
"35","other","female","60-69","4-year college",4778
"35","other","female","60-69","post-grad",3390
"35","other","female","70+","no hs",11687
"35","other","female","70+","hs",11870
"35","other","female","70+","some college",8014
"35","other","female","70+","4-year college",2414
"35","other","female","70+","post-grad",2192
"35","other","male","18-29","no hs",10770
"35","other","male","18-29","hs",30784
"35","other","male","18-29","some college",25748
"35","other","male","18-29","4-year college",4999
"35","other","male","18-29","post-grad",995
"35","other","male","30-39","no hs",6717
"35","other","male","30-39","hs",17477
"35","other","male","30-39","some college",17919
"35","other","male","30-39","4-year college",5615
"35","other","male","30-39","post-grad",3182
"35","other","male","40-49","no hs",6437
"35","other","male","40-49","hs",15886
"35","other","male","40-49","some college",14301
"35","other","male","40-49","4-year college",4586
"35","other","male","40-49","post-grad",3559
"35","other","male","50-59","no hs",7094
"35","other","male","50-59","hs",15899
"35","other","male","50-59","some college",12104
"35","other","male","50-59","4-year college",4023
"35","other","male","50-59","post-grad",2675
"35","other","male","60-69","no hs",6703
"35","other","male","60-69","hs",12023
"35","other","male","60-69","some college",10091
"35","other","male","60-69","4-year college",3432
"35","other","male","60-69","post-grad",2660
"35","other","male","70+","no hs",7828
"35","other","male","70+","hs",8237
"35","other","male","70+","some college",7062
"35","other","male","70+","4-year college",2738
"35","other","male","70+","post-grad",2569
"36","white","female","18-29","no hs",47432
"36","white","female","18-29","hs",176870
"36","white","female","18-29","some college",293403
"36","white","female","18-29","4-year college",250282
"36","white","female","18-29","post-grad",91006
"36","white","female","30-39","no hs",27660
"36","white","female","30-39","hs",94902
"36","white","female","30-39","some college",145351
"36","white","female","30-39","4-year college",217690
"36","white","female","30-39","post-grad",205680
"36","white","female","40-49","no hs",26046
"36","white","female","40-49","hs",105648
"36","white","female","40-49","some college",155360
"36","white","female","40-49","4-year college",158350
"36","white","female","40-49","post-grad",180244
"36","white","female","50-59","no hs",40106
"36","white","female","50-59","hs",185623
"36","white","female","50-59","some college",221415
"36","white","female","50-59","4-year college",170952
"36","white","female","50-59","post-grad",159363
"36","white","female","60-69","no hs",43833
"36","white","female","60-69","hs",218263
"36","white","female","60-69","some college",230052
"36","white","female","60-69","4-year college",145784
"36","white","female","60-69","post-grad",150863
"36","white","female","70+","no hs",105965
"36","white","female","70+","hs",344877
"36","white","female","70+","some college",204473
"36","white","female","70+","4-year college",124712
"36","white","female","70+","post-grad",158751
"36","white","male","18-29","no hs",66575
"36","white","male","18-29","hs",233196
"36","white","male","18-29","some college",297843
"36","white","male","18-29","4-year college",221517
"36","white","male","18-29","post-grad",53112
"36","white","male","30-39","no hs",38312
"36","white","male","30-39","hs",138651
"36","white","male","30-39","some college",170519
"36","white","male","30-39","4-year college",224876
"36","white","male","30-39","post-grad",135567
"36","white","male","40-49","no hs",40017
"36","white","male","40-49","hs",145263
"36","white","male","40-49","some college",167430
"36","white","male","40-49","4-year college",161367
"36","white","male","40-49","post-grad",124974
"36","white","male","50-59","no hs",57203
"36","white","male","50-59","hs",218195
"36","white","male","50-59","some college",203364
"36","white","male","50-59","4-year college",172085
"36","white","male","50-59","post-grad",134122
"36","white","male","60-69","no hs",51873
"36","white","male","60-69","hs",207968
"36","white","male","60-69","some college",205830
"36","white","male","60-69","4-year college",154220
"36","white","male","60-69","post-grad",135137
"36","white","male","70+","no hs",77705
"36","white","male","70+","hs",195699
"36","white","male","70+","some college",151547
"36","white","male","70+","4-year college",122998
"36","white","male","70+","post-grad",152617
"36","black","female","18-29","no hs",23203
"36","black","female","18-29","hs",69367
"36","black","female","18-29","some college",103167
"36","black","female","18-29","4-year college",43328
"36","black","female","18-29","post-grad",13421
"36","black","female","30-39","no hs",17274
"36","black","female","30-39","hs",43418
"36","black","female","30-39","some college",61852
"36","black","female","30-39","4-year college",43345
"36","black","female","30-39","post-grad",28469
"36","black","female","40-49","no hs",19577
"36","black","female","40-49","hs",41841
"36","black","female","40-49","some college",53148
"36","black","female","40-49","4-year college",32359
"36","black","female","40-49","post-grad",28639
"36","black","female","50-59","no hs",23826
"36","black","female","50-59","hs",52624
"36","black","female","50-59","some college",57224
"36","black","female","50-59","4-year college",32176
"36","black","female","50-59","post-grad",24591
"36","black","female","60-69","no hs",23860
"36","black","female","60-69","hs",49063
"36","black","female","60-69","some college",51442
"36","black","female","60-69","4-year college",25959
"36","black","female","60-69","post-grad",18913
"36","black","female","70+","no hs",40566
"36","black","female","70+","hs",62094
"36","black","female","70+","some college",34931
"36","black","female","70+","4-year college",15370
"36","black","female","70+","post-grad",13364
"36","black","male","18-29","no hs",32202
"36","black","male","18-29","hs",81273
"36","black","male","18-29","some college",92346
"36","black","male","18-29","4-year college",32532
"36","black","male","18-29","post-grad",5556
"36","black","male","30-39","no hs",21943
"36","black","male","30-39","hs",53833
"36","black","male","30-39","some college",57715
"36","black","male","30-39","4-year college",34145
"36","black","male","30-39","post-grad",12866
"36","black","male","40-49","no hs",22213
"36","black","male","40-49","hs",48892
"36","black","male","40-49","some college",40754
"36","black","male","40-49","4-year college",23065
"36","black","male","40-49","post-grad",13937
"36","black","male","50-59","no hs",25329
"36","black","male","50-59","hs",55738
"36","black","male","50-59","some college",45366
"36","black","male","50-59","4-year college",22296
"36","black","male","50-59","post-grad",12257
"36","black","male","60-69","no hs",22483
"36","black","male","60-69","hs",42641
"36","black","male","60-69","some college",36460
"36","black","male","60-69","4-year college",14786
"36","black","male","60-69","post-grad",11474
"36","black","male","70+","no hs",22496
"36","black","male","70+","hs",32860
"36","black","male","70+","some college",20074
"36","black","male","70+","4-year college",8933
"36","black","male","70+","post-grad",7624
"36","other","female","18-29","no hs",29232
"36","other","female","18-29","hs",80045
"36","other","female","18-29","some college",137231
"36","other","female","18-29","4-year college",93970
"36","other","female","18-29","post-grad",26890
"36","other","female","30-39","no hs",26247
"36","other","female","30-39","hs",47646
"36","other","female","30-39","some college",65808
"36","other","female","30-39","4-year college",81819
"36","other","female","30-39","post-grad",57842
"36","other","female","40-49","no hs",33589
"36","other","female","40-49","hs",48672
"36","other","female","40-49","some college",57699
"36","other","female","40-49","4-year college",62517
"36","other","female","40-49","post-grad",48692
